NAME,REGEX_ID,CREATION_TIMESTAMP,START_TIMESTAMP,END_TIMESTAMP
22216015,4,24/03/2014 11:24:50.000000,24/03/2014 11:24:50.000000,
22202345,3,25/08/2011 00:02:53.000000,25/08/2011 00:02:53.000000,
22202353,3,25/08/2011 00:02:53.000000,25/08/2011 00:02:53.000000,
22218509,4,18/11/2013 10:31:49.000000,18/11/2013 10:31:49.000000,
22204402,4,25/03/2015 08:48:00.000000,25/03/2015 08:48:00.000000,
22218934,4,18/11/2013 10:31:52.000000,18/11/2013 10:31:52.000000,
22219182,4,18/11/2013 10:31:53.000000,18/11/2013 10:31:53.000000,
22202461,3,25/08/2011 00:02:53.000000,25/08/2011 00:02:53.000000,
22202472,3,25/08/2011 00:02:53.000000,25/08/2011 00:02:53.000000,
22202508,3,25/08/2011 00:02:54.000000,25/08/2011 00:02:54.000000,
22202602,3,25/08/2011 00:02:54.000000,25/08/2011 00:02:54.000000,
22202602,4,25/08/2011 00:02:54.000000,25/08/2011 00:02:54.000000,
22202635,3,25/08/2011 00:02:54.000000,25/08/2011 00:02:54.000000,
22219302,4,18/11/2013 10:31:55.000000,18/11/2013 10:31:55.000000,
22219725,4,18/11/2013 10:31:56.000000,18/11/2013 10:31:56.000000,
22219864,4,18/11/2013 10:31:56.000000,18/11/2013 10:31:56.000000,
22202733,3,25/08/2011 00:02:54.000000,25/08/2011 00:02:54.000000,
22216389,4,24/03/2014 11:24:52.000000,24/03/2014 11:24:52.000000,
22220279,4,18/11/2013 10:31:59.000000,18/11/2013 10:31:59.000000,
22202781,3,25/08/2011 00:02:55.000000,25/08/2011 00:02:55.000000,
22202781,4,25/08/2011 00:02:55.000000,25/08/2011 00:02:55.000000,
22216420,4,24/03/2014 11:24:53.000000,24/03/2014 11:24:53.000000,
22210118,4,25/03/2015 08:48:01.000000,25/03/2015 08:48:01.000000,
22210121,4,25/03/2015 08:48:03.000000,25/03/2015 08:48:03.000000,
22210184,4,25/03/2015 08:48:03.000000,25/03/2015 08:48:03.000000,
22217452,4,24/03/2014 11:25:04.000000,24/03/2014 11:25:04.000000,
22210265,4,25/03/2015 08:48:05.000000,25/03/2015 08:48:05.000000,
22222123,4,18/11/2013 10:32:07.000000,18/11/2013 10:32:07.000000,
22222178,4,18/11/2013 10:32:08.000000,18/11/2013 10:32:08.000000,
22222483,4,18/11/2013 10:32:09.000000,18/11/2013 10:32:09.000000,
22202974,3,25/08/2011 00:02:56.000000,25/08/2011 00:02:56.000000,
22218646,4,24/03/2014 11:25:05.000000,24/03/2014 11:25:05.000000,
22218914,4,24/03/2014 11:25:05.000000,24/03/2014 11:25:05.000000,
22224202,4,18/11/2013 10:32:11.000000,18/11/2013 10:32:11.000000,
22224370,4,18/11/2013 10:32:12.000000,18/11/2013 10:32:12.000000,
22202998,4,25/08/2011 00:02:56.000000,25/08/2011 00:02:56.000000,
22219069,4,24/03/2014 11:25:06.000000,24/03/2014 11:25:06.000000,
22203001,3,25/08/2011 00:02:56.000000,25/08/2011 00:02:56.000000,
22203004,3,25/08/2011 00:02:57.000000,25/08/2011 00:02:57.000000,
22219242,4,24/03/2014 11:25:07.000000,24/03/2014 11:25:07.000000,
22224728,4,18/11/2013 10:32:15.000000,18/11/2013 10:32:15.000000,
22224817,4,18/11/2013 10:32:15.000000,18/11/2013 10:32:15.000000,
22225059,4,18/11/2013 10:32:16.000000,18/11/2013 10:32:16.000000,
22203130,4,25/08/2011 00:02:57.000000,25/08/2011 00:02:57.000000,
22210482,4,25/03/2015 08:48:06.000000,25/03/2015 08:48:06.000000,
22210769,4,25/03/2015 08:48:07.000000,25/03/2015 08:48:07.000000,
22226450,4,18/11/2013 10:32:18.000000,18/11/2013 10:32:18.000000,
22210877,4,25/03/2015 08:48:09.000000,25/03/2015 08:48:09.000000,
22203205,3,25/08/2011 00:02:57.000000,25/08/2011 00:02:57.000000,
22219951,4,24/03/2014 11:25:10.000000,24/03/2014 11:25:10.000000,
22211207,4,25/03/2015 08:48:10.000000,25/03/2015 08:48:10.000000,
22220531,4,24/03/2014 11:25:12.000000,24/03/2014 11:25:12.000000,
22242399,3,04/01/2013 19:02:14.000000,04/01/2013 19:02:14.000000,
22227054,4,18/11/2013 10:32:23.000000,18/11/2013 10:32:23.000000,
22242402,3,04/01/2013 19:02:14.000000,04/01/2013 19:02:14.000000,
22227384,4,18/11/2013 10:32:25.000000,18/11/2013 10:32:25.000000,
22211209,4,25/03/2015 08:48:10.000000,25/03/2015 08:48:10.000000,
22227834,4,18/11/2013 10:32:26.000000,18/11/2013 10:32:26.000000,
22203314,3,25/08/2011 00:02:58.000000,25/08/2011 00:02:58.000000,
22211323,4,25/03/2015 08:48:11.000000,25/03/2015 08:48:11.000000,
22203322,4,25/08/2011 00:02:58.000000,25/08/2011 00:02:58.000000,
22228503,4,18/11/2013 10:32:28.000000,18/11/2013 10:32:28.000000,
22211491,4,25/03/2015 08:48:12.000000,25/03/2015 08:48:12.000000,
22203356,3,25/08/2011 00:02:59.000000,25/08/2011 00:02:59.000000,
22223429,4,24/03/2014 11:25:24.000000,24/03/2014 11:25:24.000000,
22229453,4,18/11/2013 10:32:32.000000,18/11/2013 10:32:32.000000,
22203380,4,25/08/2011 00:02:59.000000,25/08/2011 00:02:59.000000,
22229540,4,18/11/2013 10:32:34.000000,18/11/2013 10:32:34.000000,
22203438,3,25/08/2011 00:02:59.000000,25/08/2011 00:02:59.000000,
22223844,4,24/03/2014 11:25:26.000000,24/03/2014 11:25:26.000000,
22223906,4,24/03/2014 11:25:26.000000,24/03/2014 11:25:26.000000,
22230357,4,18/11/2013 10:32:37.000000,18/11/2013 10:32:37.000000,
22230789,4,18/11/2013 10:32:38.000000,18/11/2013 10:32:38.000000,
22203492,3,25/08/2011 00:03:00.000000,25/08/2011 00:03:00.000000,
22203547,3,25/08/2011 00:03:00.000000,25/08/2011 00:03:00.000000,
22211985,4,25/03/2015 08:48:14.000000,25/03/2015 08:48:14.000000,
22212179,4,25/03/2015 08:48:15.000000,25/03/2015 08:48:15.000000,
22224091,4,24/03/2014 11:25:34.000000,24/03/2014 11:25:34.000000,
22203631,3,25/08/2011 00:03:00.000000,25/08/2011 00:03:00.000000,
22203659,3,25/08/2011 00:03:00.000000,25/08/2011 00:03:00.000000,
22242529,4,04/01/2013 19:02:14.000000,04/01/2013 19:02:14.000000,
22203673,3,25/08/2011 00:03:01.000000,25/08/2011 00:03:01.000000,
22232061,4,18/11/2013 10:32:43.000000,18/11/2013 10:32:43.000000,
22224152,4,24/03/2014 11:25:35.000000,24/03/2014 11:25:35.000000,
22232763,4,18/11/2013 10:32:46.000000,18/11/2013 10:32:46.000000,
22232851,4,18/11/2013 10:32:47.000000,18/11/2013 10:32:47.000000,
22233152,4,18/11/2013 10:32:48.000000,18/11/2013 10:32:48.000000,
22233715,4,18/11/2013 10:32:49.000000,18/11/2013 10:32:49.000000,
22203813,4,25/08/2011 00:03:02.000000,25/08/2011 00:03:02.000000,
22224439,4,24/03/2014 11:25:36.000000,24/03/2014 11:25:36.000000,
22212275,4,25/03/2015 08:48:16.000000,25/03/2015 08:48:16.000000,
22203826,3,25/08/2011 00:03:02.000000,25/08/2011 00:03:02.000000,
22203826,4,25/08/2011 00:03:02.000000,25/08/2011 00:03:02.000000,
22212490,4,25/03/2015 08:48:17.000000,25/03/2015 08:48:17.000000,
22212557,4,25/03/2015 08:48:18.000000,25/03/2015 08:48:18.000000,
22234252,4,18/11/2013 10:32:53.000000,18/11/2013 10:32:53.000000,
22212930,4,25/03/2015 08:48:18.000000,25/03/2015 08:48:18.000000,
22234476,4,18/11/2013 10:32:55.000000,18/11/2013 10:32:55.000000,
22203926,3,25/08/2011 00:03:02.000000,25/08/2011 00:03:02.000000,
22225535,4,24/03/2014 11:25:41.000000,24/03/2014 11:25:41.000000,
22213044,4,25/03/2015 08:48:20.000000,25/03/2015 08:48:20.000000,
22203947,3,25/08/2011 00:03:03.000000,25/08/2011 00:03:03.000000,
22225790,4,24/03/2014 11:25:43.000000,24/03/2014 11:25:43.000000,
22203980,3,25/08/2011 00:03:03.000000,25/08/2011 00:03:03.000000,
22213078,4,25/03/2015 08:48:21.000000,25/03/2015 08:48:21.000000,
22213527,4,25/03/2015 08:48:22.000000,25/03/2015 08:48:22.000000,
22213724,4,25/03/2015 08:48:23.000000,25/03/2015 08:48:23.000000,
22235214,4,18/11/2013 10:32:58.000000,18/11/2013 10:32:58.000000,
22204044,3,25/08/2011 00:03:04.000000,25/08/2011 00:03:04.000000,
22226885,4,24/03/2014 11:25:53.000000,24/03/2014 11:25:53.000000,
22214237,4,25/03/2015 08:48:24.000000,25/03/2015 08:48:24.000000,
22204107,3,25/08/2011 00:03:04.000000,25/08/2011 00:03:04.000000,
22204115,3,25/08/2011 00:03:04.000000,25/08/2011 00:03:04.000000,
22204115,4,25/08/2011 00:03:04.000000,25/08/2011 00:03:04.000000,
22235569,4,18/11/2013 10:33:00.000000,18/11/2013 10:33:00.000000,
22235589,4,18/11/2013 10:33:01.000000,18/11/2013 10:33:01.000000,
22204156,3,25/08/2011 00:03:04.000000,25/08/2011 00:03:04.000000,
22235775,4,18/11/2013 10:33:02.000000,18/11/2013 10:33:02.000000,
22214857,4,25/03/2015 08:48:25.000000,25/03/2015 08:48:25.000000,
22236560,4,18/11/2013 10:33:03.000000,18/11/2013 10:33:03.000000,
22215079,4,25/03/2015 08:48:26.000000,25/03/2015 08:48:26.000000,
22215223,4,25/03/2015 08:48:27.000000,25/03/2015 08:48:27.000000,
22237210,4,18/11/2013 10:33:06.000000,18/11/2013 10:33:06.000000,
22204299,3,25/08/2011 00:03:05.000000,25/08/2011 00:03:05.000000,
22204302,3,25/08/2011 00:03:05.000000,25/08/2011 00:03:05.000000,
22204302,4,25/08/2011 00:03:05.000000,25/08/2011 00:03:05.000000,
22258313,4,24/03/2014 11:27:39.000000,24/03/2014 11:27:39.000000,
22212688,3,25/08/2011 00:03:21.000000,25/08/2011 00:03:21.000000,
22419408,4,25/03/2015 08:57:09.000000,25/03/2015 08:57:09.000000,
22259236,4,24/03/2014 11:27:42.000000,24/03/2014 11:27:42.000000,
22490737,4,18/11/2013 10:39:46.000000,18/11/2013 10:39:46.000000,
22490780,4,18/11/2013 10:39:47.000000,18/11/2013 10:39:47.000000,
22419464,4,25/03/2015 08:57:09.000000,25/03/2015 08:57:09.000000,
22419775,4,25/03/2015 08:57:09.000000,25/03/2015 08:57:09.000000,
22491268,4,18/11/2013 10:39:50.000000,18/11/2013 10:39:50.000000,
22258322,3,22/04/2013 13:01:27.000000,22/04/2013 13:01:27.000000,
22419786,4,25/03/2015 08:57:10.000000,25/03/2015 08:57:10.000000,
22492201,4,18/11/2013 10:39:52.000000,18/11/2013 10:39:52.000000,
22492315,4,18/11/2013 10:39:52.000000,18/11/2013 10:39:52.000000,
22213081,3,25/08/2011 00:03:22.000000,25/08/2011 00:03:22.000000,
22492958,4,18/11/2013 10:39:53.000000,18/11/2013 10:39:53.000000,
22493257,4,18/11/2013 10:39:54.000000,18/11/2013 10:39:54.000000,
22420336,4,25/03/2015 08:57:11.000000,25/03/2015 08:57:11.000000,
22493815,4,18/11/2013 10:39:56.000000,18/11/2013 10:39:56.000000,
22494337,4,18/11/2013 10:39:57.000000,18/11/2013 10:39:57.000000,
22213188,3,25/08/2011 00:03:23.000000,25/08/2011 00:03:23.000000,
22213188,4,25/08/2011 00:03:23.000000,25/08/2011 00:03:23.000000,
22420456,4,25/03/2015 08:57:11.000000,25/03/2015 08:57:11.000000,
22213233,3,25/08/2011 00:03:23.000000,25/08/2011 00:03:23.000000,
22494617,4,18/11/2013 10:39:58.000000,18/11/2013 10:39:58.000000,
22494620,4,18/11/2013 10:39:59.000000,18/11/2013 10:39:59.000000,
22213269,3,25/08/2011 00:03:23.000000,25/08/2011 00:03:23.000000,
22494632,4,18/11/2013 10:39:59.000000,18/11/2013 10:39:59.000000,
22262352,4,24/03/2014 11:27:49.000000,24/03/2014 11:27:49.000000,
22213322,3,25/08/2011 00:03:23.000000,25/08/2011 00:03:23.000000,
22421161,4,25/03/2015 08:57:12.000000,25/03/2015 08:57:12.000000,
22421284,4,25/03/2015 08:57:13.000000,25/03/2015 08:57:13.000000,
22495383,4,18/11/2013 10:40:03.000000,18/11/2013 10:40:03.000000,
22495513,4,18/11/2013 10:40:03.000000,18/11/2013 10:40:03.000000,
22421350,4,25/03/2015 08:57:13.000000,25/03/2015 08:57:13.000000,
22213377,4,25/08/2011 00:03:23.000000,25/08/2011 00:03:23.000000,
22270445,4,24/03/2014 11:27:52.000000,24/03/2014 11:27:52.000000,
22500790,4,18/11/2013 10:40:05.000000,18/11/2013 10:40:05.000000,
22421362,4,25/03/2015 08:57:14.000000,25/03/2015 08:57:14.000000,
22501070,4,18/11/2013 10:40:07.000000,18/11/2013 10:40:07.000000,
22421506,4,25/03/2015 08:57:14.000000,25/03/2015 08:57:14.000000,
22503064,4,18/11/2013 10:40:08.000000,18/11/2013 10:40:08.000000,
22503237,4,18/11/2013 10:40:09.000000,18/11/2013 10:40:09.000000,
22700091,4,18/11/2013 10:40:09.000000,18/11/2013 10:40:09.000000,
22701152,4,18/11/2013 10:40:09.000000,18/11/2013 10:40:09.000000,
22213578,4,25/08/2011 00:03:24.000000,25/08/2011 00:03:24.000000,
22421511,4,25/03/2015 08:57:15.000000,25/03/2015 08:57:15.000000,
22280609,4,24/03/2014 11:27:54.000000,24/03/2014 11:27:54.000000,
22710205,4,18/11/2013 10:40:12.000000,18/11/2013 10:40:12.000000,
22258371,3,22/04/2013 13:01:28.000000,22/04/2013 13:01:28.000000,
22710239,4,18/11/2013 10:40:13.000000,18/11/2013 10:40:13.000000,
22421530,4,25/03/2015 08:57:15.000000,25/03/2015 08:57:15.000000,
22710601,4,18/11/2013 10:40:14.000000,18/11/2013 10:40:14.000000,
22213644,3,25/08/2011 00:03:25.000000,25/08/2011 00:03:25.000000,
22281174,4,24/03/2014 11:27:56.000000,24/03/2014 11:27:56.000000,
22213674,3,25/08/2011 00:03:25.000000,25/08/2011 00:03:25.000000,
22281354,4,24/03/2014 11:27:57.000000,24/03/2014 11:27:57.000000,
22213676,3,25/08/2011 00:03:25.000000,25/08/2011 00:03:25.000000,
22213680,3,25/08/2011 00:03:25.000000,25/08/2011 00:03:25.000000,
22281356,4,24/03/2014 11:28:08.000000,24/03/2014 11:28:08.000000,
22260080,3,22/04/2013 13:01:29.000000,22/04/2013 13:01:29.000000,
22711052,4,18/11/2013 10:40:19.000000,18/11/2013 10:40:19.000000,
22213732,3,25/08/2011 00:03:25.000000,25/08/2011 00:03:25.000000,
22421748,4,25/03/2015 08:57:16.000000,25/03/2015 08:57:16.000000,
22711239,4,18/11/2013 10:40:21.000000,18/11/2013 10:40:21.000000,
22213757,3,25/08/2011 00:03:25.000000,25/08/2011 00:03:25.000000,
22213771,3,25/08/2011 00:03:25.000000,25/08/2011 00:03:25.000000,
22421795,4,25/03/2015 08:57:17.000000,25/03/2015 08:57:17.000000,
22421997,4,25/03/2015 08:57:18.000000,25/03/2015 08:57:18.000000,
22711422,4,18/11/2013 10:40:24.000000,18/11/2013 10:40:24.000000,
22711507,4,18/11/2013 10:40:25.000000,18/11/2013 10:40:25.000000,
22711508,4,18/11/2013 10:40:27.000000,18/11/2013 10:40:27.000000,
22213811,3,25/08/2011 00:03:26.000000,25/08/2011 00:03:26.000000,
22711598,4,18/11/2013 10:40:29.000000,18/11/2013 10:40:29.000000,
22213821,3,25/08/2011 00:03:26.000000,25/08/2011 00:03:26.000000,
22213821,4,25/08/2011 00:03:26.000000,25/08/2011 00:03:26.000000,
22422419,4,25/03/2015 08:57:20.000000,25/03/2015 08:57:20.000000,
22285260,4,24/03/2014 11:28:14.000000,24/03/2014 11:28:14.000000,
22213886,3,25/08/2011 00:03:26.000000,25/08/2011 00:03:26.000000,
22422533,4,25/03/2015 08:57:21.000000,25/03/2015 08:57:21.000000,
22286766,4,24/03/2014 11:28:25.000000,24/03/2014 11:28:25.000000,
22287040,4,24/03/2014 11:28:27.000000,24/03/2014 11:28:27.000000,
22422773,4,25/03/2015 08:57:21.000000,25/03/2015 08:57:21.000000,
22712536,4,18/11/2013 10:40:35.000000,18/11/2013 10:40:35.000000,
22258894,4,22/04/2013 13:01:28.000000,22/04/2013 13:01:28.000000,
22290079,4,24/03/2014 11:28:28.000000,24/03/2014 11:28:28.000000,
22422868,4,25/03/2015 08:57:22.000000,25/03/2015 08:57:22.000000,
22423024,4,25/03/2015 08:57:23.000000,25/03/2015 08:57:23.000000,
22290167,4,24/03/2014 11:28:29.000000,24/03/2014 11:28:29.000000,
22423435,4,25/03/2015 08:57:24.000000,25/03/2015 08:57:24.000000,
22291017,4,24/03/2014 11:28:29.000000,24/03/2014 11:28:29.000000,
22292410,4,24/03/2014 11:28:30.000000,24/03/2014 11:28:30.000000,
22713234,4,18/11/2013 10:40:44.000000,18/11/2013 10:40:44.000000,
22713256,4,18/11/2013 10:40:45.000000,18/11/2013 10:40:45.000000,
22713327,4,18/11/2013 10:40:45.000000,18/11/2013 10:40:45.000000,
22423459,4,25/03/2015 08:57:25.000000,25/03/2015 08:57:25.000000,
22423733,4,25/03/2015 08:57:26.000000,25/03/2015 08:57:26.000000,
22306234,4,24/03/2014 11:28:34.000000,24/03/2014 11:28:34.000000,
22258905,4,22/04/2013 13:01:28.000000,22/04/2013 13:01:28.000000,
22214343,3,25/08/2011 00:03:27.000000,25/08/2011 00:03:27.000000,
22307031,4,24/03/2014 11:28:41.000000,24/03/2014 11:28:41.000000,
22714605,4,18/11/2013 10:40:50.000000,18/11/2013 10:40:50.000000,
22714739,4,18/11/2013 10:40:50.000000,18/11/2013 10:40:50.000000,
22423848,4,25/03/2015 08:57:27.000000,25/03/2015 08:57:27.000000,
22308382,4,24/03/2014 11:28:43.000000,24/03/2014 11:28:43.000000,
22714938,4,18/11/2013 10:40:51.000000,18/11/2013 10:40:51.000000,
22424079,4,25/03/2015 08:57:28.000000,25/03/2015 08:57:28.000000,
22214446,3,25/08/2011 00:03:28.000000,25/08/2011 00:03:28.000000,
22718229,4,18/11/2013 10:40:53.000000,18/11/2013 10:40:53.000000,
22718277,4,18/11/2013 10:40:53.000000,18/11/2013 10:40:53.000000,
22214455,3,25/08/2011 00:03:28.000000,25/08/2011 00:03:28.000000,
22720138,4,18/11/2013 10:40:54.000000,18/11/2013 10:40:54.000000,
22720150,4,18/11/2013 10:40:55.000000,18/11/2013 10:40:55.000000,
22258977,3,22/04/2013 13:01:28.000000,22/04/2013 13:01:28.000000,
22309091,4,24/03/2014 11:28:44.000000,24/03/2014 11:28:44.000000,
22720335,4,18/11/2013 10:40:57.000000,18/11/2013 10:40:57.000000,
22225347,3,04/01/2013 19:01:18.000000,04/01/2013 19:01:18.000000,
22309368,4,24/03/2014 11:28:46.000000,24/03/2014 11:28:46.000000,
22720385,4,18/11/2013 10:40:58.000000,18/11/2013 10:40:58.000000,
22720446,4,18/11/2013 10:40:59.000000,18/11/2013 10:40:59.000000,
22309420,4,24/03/2014 11:28:47.000000,24/03/2014 11:28:47.000000,
22309610,4,24/03/2014 11:28:48.000000,24/03/2014 11:28:48.000000,
22312253,4,24/03/2014 11:28:48.000000,24/03/2014 11:28:48.000000,
22312846,4,24/03/2014 11:28:56.000000,24/03/2014 11:28:56.000000,
22214673,3,25/08/2011 00:03:29.000000,25/08/2011 00:03:29.000000,
22214673,4,25/08/2011 00:03:29.000000,25/08/2011 00:03:29.000000,
22225418,4,04/01/2013 19:01:19.000000,04/01/2013 19:01:19.000000,
22424163,4,25/03/2015 08:57:29.000000,25/03/2015 08:57:29.000000,
22721067,4,18/11/2013 10:41:04.000000,18/11/2013 10:41:04.000000,
22424338,4,25/03/2015 08:57:29.000000,25/03/2015 08:57:29.000000,
22721231,4,18/11/2013 10:41:07.000000,18/11/2013 10:41:07.000000,
22318295,4,24/03/2014 11:28:59.000000,24/03/2014 11:28:59.000000,
22721304,4,18/11/2013 10:41:08.000000,18/11/2013 10:41:08.000000,
22721367,4,18/11/2013 10:41:09.000000,18/11/2013 10:41:09.000000,
22721686,4,18/11/2013 10:41:10.000000,18/11/2013 10:41:10.000000,
22426217,4,25/03/2015 08:57:31.000000,25/03/2015 08:57:31.000000,
22334161,4,24/03/2014 11:29:01.000000,24/03/2014 11:29:01.000000,
22426301,4,25/03/2015 08:57:31.000000,25/03/2015 08:57:31.000000,
22358800,4,24/03/2014 11:29:04.000000,24/03/2014 11:29:04.000000,
22377222,4,24/03/2014 11:29:06.000000,24/03/2014 11:29:06.000000,
22426585,4,25/03/2015 08:57:31.000000,25/03/2015 08:57:31.000000,
22426590,4,25/03/2015 08:57:32.000000,25/03/2015 08:57:32.000000,
22426651,4,25/03/2015 08:57:32.000000,25/03/2015 08:57:32.000000,
22381459,4,24/03/2014 11:29:15.000000,24/03/2014 11:29:15.000000,
22722775,4,18/11/2013 10:41:20.000000,18/11/2013 10:41:20.000000,
